abuse_number,city_name,fac_name,fac_type,inv_comp_date,online_incident_date
BA091907,BAKER CITY,MEADOWBROOK PLACE,ALF, 09/04/2009, 07/28/2008
BA061737,BAKER CITY,MEADOWBROOK PLACE,ALF, 05/19/2006, 01/06/2006
ES165799,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 06/21/2016, 05/12/2016
ES150544,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 04/02/2015, 11/09/2014
ES149180,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 11/26/2014, 11/06/2014
ES148198B,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 09/30/2014, 08/13/2014
ES148198B,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 09/30/2014, 08/13/2014
ES148044,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 08/26/2014, 08/05/2014
ES146552,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 07/11/2014, 03/27/2014
ES134765,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 12/03/2013, 10/11/2013
ES134765,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 12/03/2013, 10/11/2013
ES132102,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 12/30/2013, 01/06/2013
ES132124,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 02/12/2013, 12/29/2012
ES120625,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 04/04/2013, 07/23/2012
ES129212,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 02/29/2012, 12/12/2011
ES129212,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 02/29/2012, 12/12/2011
CO10077,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 06/24/2010, 06/23/2010
ES104221B,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 10/14/2010, 05/05/2010
CO10043,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 05/24/2010, 04/21/2010
CO10044,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 02/23/2010, 02/10/2010
ES092509,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 02/18/2010, 06/22/2009
ES099777,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 02/26/2009, 12/29/2008
ES089578,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 02/04/2009, 12/01/2008
ES086697,COTTAGE GROVE,MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF, 02/08/2008, 01/29/2008
TD42308,THE DALLES,MILL CREEK POINT  ASSISTED LIVING RESIDENCE,ALF, 09/07/2004, 04/15/2004
BH129798,CLACKAMAS,MIRAMONT POINTE ASSISTED LIVING,ALF, 05/17/2012, 02/01/2012
BF092575,CLACKAMAS,MIRAMONT POINTE ASSISTED LIVING,ALF, 12/21/2009, 10/30/2009
MS148542,ROGUE RIVER,MORROW HEIGHTS RETIREMENT & ASSISTED LIVING COMMUN,ALF, 11/11/2014, 09/14/2014
MS118687,ASHLAND,MOUNTAIN VIEW SENIOR LIVING COMMUNITY,ALF, 02/02/2012, 11/14/2011
MS117665A,ASHLAND,MOUNTAIN VIEW SENIOR LIVING COMMUNITY,ALF, 11/10/2011, 08/06/2011
MS063118,ASHLAND,MOUNTAIN VIEW SENIOR LIVING COMMUNITY,ALF, 02/27/2007, 11/14/2006
CO14181,SEASIDE,NEAWANNA BY THE SEA,ALF, 09/11/2014, 09/11/2014
AS148406,SEASIDE,NEAWANNA BY THE SEA,ALF, 09/25/2014, 08/06/2014
CO14060,SEASIDE,NEAWANNA BY THE SEA,ALF, 03/11/2014, 02/27/2014
CO04091,SEASIDE,NEAWANNA BY THE SEA,ALF, 08/09/2004, 08/02/2004
AS062492A,SEASIDE,NECANICUM VILLAGE,ALF, 10/17/2006, 08/14/2006
SS71048,SEASIDE,NECANICUM VILLAGE,ALF, 01/20/2006, 11/26/2005
CO04047,SEASIDE,NECANICUM VILLAGE,ALF, 06/14/2004, 06/11/2004
CO12002,SEASIDE,NECANICUM VILLLAGE ASSISTED LIVING COMMUNITY,ALF, 12/27/2011, 12/07/2011
CO10035,SEASIDE,NECANICUM VILLLAGE ASSISTED LIVING COMMUNITY,ALF, 05/13/2010, 04/21/2010
AS091541,SEASIDE,NECANICUM VILLLAGE ASSISTED LIVING COMMUNITY,ALF, 09/09/2009, 06/27/2009
CO07140,SEASIDE,NECANICUM VILLLAGE ASSISTED LIVING COMMUNITY,ALF, 11/15/2007, 11/15/2007
CO15197,NEHALEM,NEHALEM BAY HOUSE,ALF, 09/22/2015, 09/22/2015
CO10117,NEHALEM,NEHALEM BAY HOUSE,ALF, 11/09/2010, 11/09/2010
SS61022,NEHALEM,NEHALEM BAY HOUSE,ALF, 12/14/2004, 06/03/2003
MS153284,MEDFORD,NORTHRIDGE CENTER,ALF, 12/10/2015, 10/26/2015
MS150715,MEDFORD,NORTHRIDGE CENTER,ALF, 06/10/2015, 03/26/2015
MS121700,MEDFORD,NORTHRIDGE CENTER,ALF, 01/04/2013, 11/25/2012
MS118029,MEDFORD,NORTHRIDGE CENTER,ALF, 11/18/2011, 09/05/2011
MS117335,MEDFORD,NORTHRIDGE CENTER,ALF, 09/13/2011, 06/29/2011
CO10049,MEDFORD,NORTHRIDGE CENTER,ALF, 06/04/2010, 05/26/2010
MS087898,MEDFORD,NORTHRIDGE CENTER,ALF, 06/30/2008, 06/10/2008
MF53189,MEDFORD,NORTHRIDGE CENTER,ALF, 12/27/2005, 09/05/2005
MF53137,MEDFORD,NORTHRIDGE CENTER,ALF, 10/03/2005, 07/26/2005
MF53040,MEDFORD,NORTHRIDGE CENTER,ALF, 06/27/2005, 04/22/2005
CO15163,NYSSA,NYSSA GARDENS ASSISTED LIVING FACILITY,ALF, 08/18/2015, 08/18/2015
CO10083,NYSSA,NYSSA GARDENS ASSISTED LIVING FACILITY,ALF, 08/06/2010, 07/28/2010
RS166505,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 08/29/2016, 06/23/2016
RS164256,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 03/09/2016, 01/05/2016
RS154126,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 03/04/2016, 12/26/2015
RB147248,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 09/03/2014, 04/21/2014
RB146983,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 07/02/2014, 03/02/2014
RB145671,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 03/07/2014, 01/06/2014
RB146197,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 03/24/2014, 11/11/2013
RB133116,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 06/07/2013, 05/01/2013
RB132711,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 06/05/2013, 03/19/2013
RB121190,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 12/06/2012, 09/30/2012
RB120973,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 11/06/2012, 08/30/2012
RB129938,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 06/26/2012, 04/21/2012
RB129601,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 05/25/2012, 03/22/2012
RB129118A,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 03/26/2012, 01/30/2012
RB099854,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 02/24/2009, 12/20/2008
RB089248,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 12/23/2008, 11/02/2008
RB087959,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 08/01/2008, 06/10/2008
RB087846,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 07/14/2008, 06/02/2008
RB087023,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 04/15/2008, 02/29/2008
RB074700,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 07/16/2007, 05/30/2007
RB074558,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 07/16/2007, 04/09/2007
RB074154,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 05/07/2007, 03/27/2007
RB073915,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 05/24/2007, 03/01/2007
CO05063,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 09/09/2005, 08/18/2005
RS152183B,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 11/14/2005, 08/08/2005
RS141986A,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 06/08/2004, 03/31/2004
RS141982,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 12/15/2004, 03/18/2004
RS131934A,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 03/08/2004, 12/17/2003
RS131815,ROSEBURG,OAK PARK ASSISTED LIVING COMMUNITY,ALF, 09/11/2003, 06/16/2003
AL087445,LEBANON,"OAKS AT LEBANON, THE",ALF, 05/08/2008, 03/18/2008
AD086733,LEBANON,"OAKS AT LEBANON, THE",ALF, 03/04/2008, 01/09/2008
CO05048,COOS BAY,OCEAN CREST,ALF, 06/10/2005, 05/25/2005
NB147366A,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING COMMUNITY,ALF, 09/03/2014, 06/12/2014
NB134547,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING COMMUNITY,ALF, 12/03/2013, 09/09/2013
NB133569,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 09/25/2013, 06/21/2013
NB133569,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 09/25/2013, 06/21/2013
NB120411,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 09/12/2012, 07/02/2012
NB129970,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 05/31/2012, 05/02/2012
NB128967,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 04/10/2012, 01/17/2012
NB128967,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 04/10/2012, 01/17/2012
RB128829B,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 02/15/2012, 12/30/2011
RB128829B,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 02/15/2012, 12/30/2011
NB129194A,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 03/14/2013, 12/27/2011
NB129194A,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 03/14/2013, 12/27/2011
NB129194B,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 03/14/2013, 12/27/2011
NB129194B,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 03/14/2013, 12/27/2011
NB118595,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 03/08/2012, 11/28/2011
NB091451,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 08/14/2009, 06/27/2009
NB090321,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 04/30/2009, 02/27/2009
NB088570,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 12/23/2008, 08/24/2008
NB088626,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 10/23/2008, 08/22/2008
NB088468,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 10/23/2008, 08/11/2008
NB076094,COOS BAY,OCEAN CREST RETIREMENT & ASSISTED LIVING RESIDENCE,ALF, 12/31/2007, 11/10/2007
NB166838,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING COMMUNITY,ALF, 09/01/2016, 07/26/2016
NB118072,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 01/07/2012, 09/12/2011
NB118072,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 01/07/2012, 09/12/2011
CO11115,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 09/08/2011, 09/08/2011
NB105489,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 05/10/2011, 10/13/2010
NB087505,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 07/02/2008, 04/29/2008
NB087403A,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 05/27/2008, 03/23/2008
NB086825,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 03/05/2008, 01/24/2008
NB075782,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 12/31/2007, 10/03/2007
NB074371,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 05/31/2007, 04/06/2007
NB073830,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 03/20/2007, 01/26/2007
NB062914,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 11/15/2006, 06/20/2006
NB062190,COOS BAY,OCEAN RIDGE RETIREMENT AND ASSISTED LIVING RESIDEN,ALF, 10/20/2006, 06/19/2006
NW134487,NEWPORT,OCEANVIEW ASSISTED LIVING RESIDENCE,ALF, 10/16/2013, 06/29/2013
CO12117,NEWPORT,OCEANVIEW ASSISTED LIVING RESIDENCE,ALF, 10/01/2012, 09/20/2012
CO10045,NEWPORT,OCEANVIEW ASSISTED LIVING RESIDENCE,ALF, 05/21/2010, 05/13/2010
CO07152,NEWPORT,OCEANVIEW ASSISTED LIVING RESIDENCE,ALF, 11/27/2007, 10/10/2007
NW075393,NEWPORT,OCEANVIEW ASSISTED LIVING RESIDENCE,ALF, 09/12/2007, 06/16/2007
NW074464,NEWPORT,OCEANVIEW ASSISTED LIVING RESIDENCE,ALF, 06/20/2007, 02/01/2007
NW061464,NEWPORT,OCEANVIEW ASSISTED LIVING RESIDENCE,ALF, 06/02/2006, 01/01/2006
BO152067,PRINEVILLE,OCHOCO VILLAGE ASSISTED LIVING,ALF, 11/10/2015, 07/01/2015
CO12090,PRINEVILLE,OCHOCO VILLAGE ASSISTED LIVING,ALF, 06/12/2012, 06/12/2012
CO12065,PRINEVILLE,OCHOCO VILLAGE ASSISTED LIVING,ALF, 03/09/2012, 03/09/2012
RD090248,PRINEVILLE,OCHOCO VILLAGE ASSISTED LIVING,ALF, 03/05/2009, 01/09/2009
RD089559,PRINEVILLE,OCHOCO VILLAGE ASSISTED LIVING,ALF, 01/26/2009, 11/22/2008
RD089175,PRINEVILLE,OCHOCO VILLAGE ASSISTED LIVING,ALF, 11/03/2008, 10/04/2008
DA129686,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 06/18/2012, 03/23/2012
DA129421,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 05/14/2012, 02/01/2012
DA129071,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 03/05/2012, 01/20/2012
DA117143,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 08/30/2011, 05/22/2011
DA092181,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 10/23/2009, 09/02/2009
DA091723,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 09/25/2009, 07/27/2009
DA091136A,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 07/16/2009, 05/17/2009
DA091178,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 07/27/2009, 03/06/2009
DA099877,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 03/09/2009, 12/23/2008
DA087638,SALEM,ORCHARD HEIGHTS SENIOR COMMUNITY,ALF, 06/20/2008, 04/26/2008
MS166372,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 08/19/2016, 06/24/2016
MF150229,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 04/14/2015, 02/12/2015
MS120175,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 09/04/2012, 05/30/2012
MS092914A,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 02/05/2010, 12/16/2009
MS090669,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 06/22/2009, 04/03/2009
MS086505,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 01/24/2008, 01/08/2008
MS075322,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 10/05/2007, 08/12/2007
MS073822,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 03/29/2007, 02/21/2007
MF53015,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 04/22/2005, 03/15/2005
MF42918,MEDFORD,ORCHARDS ASSISTED LIVING,ALF, 01/03/2005, 11/18/2004
PT105064,MILTON-FREEWATER,OREGON RETIREMENT CENTER,ALF, 09/09/2010, 07/28/2010
MM116395D,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 05/24/2011, 02/01/2011
MM116395E,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 05/24/2011, 02/01/2011
MM104820,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 09/28/2010, 04/25/2010
MM103324,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 03/08/2010, 01/25/2010
MM092373,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 12/11/2009, 10/13/2009
MM089457,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 01/14/2009, 11/20/2008
MM089439,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 01/22/2009, 11/01/2008
MM089140,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 12/31/2008, 10/21/2008
MM088273,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 10/02/2008, 07/17/2008
MM087978,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 09/29/2008, 06/15/2008
MM076305,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 02/27/2008, 12/09/2007
MM075750,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 12/06/2007, 10/03/2007
MC073856,MCMINNVILLE,OSPREY POINTE ASSISTED LIVING COMMUNITY,ALF, 04/19/2007, 02/11/2007
BH165007,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 04/14/2016, 12/08/2015
BH153731,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 03/31/2016, 06/02/2014
CO14008,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 11/21/2013, 11/21/2013
BH121637,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 12/20/2012, 10/02/2012
BH134275,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 11/21/2013, 07/06/2012
CO10008,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 02/12/2010, 11/12/2009
BG104363A,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 08/04/2010, 06/14/2009
CK087285A,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 06/20/2008, 03/09/2008
CK086814A,LAKE OSWEGO,OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF, 04/01/2008, 02/05/2008
BC116433,PORTLAND,OSWEGO SPRINGS ASSISTED LIVING FACILITY,ALF, 03/30/2011, 02/20/2011
BC116480,PORTLAND,OSWEGO SPRINGS ASSISTED LIVING FACILITY,ALF, 04/12/2011, 02/03/2011
BC116641,PORTLAND,OSWEGO SPRINGS ASSISTED LIVING FACILITY,ALF, 06/13/2011, 01/19/2011
CO10042,PORTLAND,OSWEGO SPRINGS ASSISTED LIVING FACILITY,ALF, 02/17/2010, 02/10/2010
BC092896,PORTLAND,OSWEGO SPRINGS ASSISTED LIVING FACILITY,ALF, 12/18/2009, 12/10/2009
BC088901,PORTLAND,OSWEGO SPRINGS ASSISTED LIVING FACILITY,ALF, 11/05/2008, 09/29/2008
NB150844,BANDON,PACIFIC VIEW ASSISTED LIVING COMMUNITY,ALF, 07/15/2015, 04/08/2015
HB117101,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 08/10/2011, 05/30/2011
HB116592,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 06/03/2011, 03/23/2011
HB103102,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 03/08/2010, 12/26/2009
HB092947,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 02/19/2010, 12/21/2009
HB092361A,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 12/16/2009, 10/19/2009
HB090219,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 04/16/2009, 02/17/2009
HB088487,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 08/27/2008, 08/13/2008
HB088204A,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 08/18/2008, 06/06/2008
HB088204B,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 08/18/2008, 06/06/2008
HB087088,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 04/30/2008, 03/10/2008
HB086892,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 03/20/2008, 02/15/2008
HB086465,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 03/06/2008, 01/03/2008
HB075910,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 12/26/2007, 10/25/2007
HB062938,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 11/21/2006, 10/28/2006
HB062602A,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 10/16/2006, 08/29/2006
HB062173A,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 08/17/2006, 07/01/2006
HB062173B,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 08/17/2006, 07/01/2006
HB062173C,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 08/17/2006, 07/01/2006
HB061366,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 06/08/2006, 03/18/2006
HB132070,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 03/27/2006, 07/21/2003
HB132036B,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 03/27/2006, 05/28/2003
HB132036A,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 03/27/2006, 05/27/2003
HB132021,PORTLAND,PARK PLACE ASSISTED LIVING COMMUNITY,ALF, 03/17/2006, 05/02/2003
AL57355A,CORVALLIS,PARK PLACE ASSISTED LIVING RESIDENCE,ALF, 02/27/2006, 05/24/2005
DL132834,HOOD RIVER,PARKHURST HOUSE,ALF, 05/13/2013, 04/01/2013
DL121886,HOOD RIVER,PARKHURST HOUSE,ALF, 03/19/2013, 12/13/2012
DL121705,HOOD RIVER,PARKHURST HOUSE,ALF, 03/14/2013, 11/26/2012
DL104793,HOOD RIVER,PARKHURST HOUSE,ALF, 09/14/2010, 07/13/2010
MM149402,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 02/18/2015, 11/26/2014
MM134087,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 10/10/2013, 08/08/2013
MM117721,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 10/19/2011, 08/03/2011
MM117389A,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 09/28/2011, 06/28/2011
MM116213,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 04/01/2011, 12/29/2010
MM089381,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 01/15/2009, 11/11/2008
MM088733A,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 11/14/2008, 08/07/2008
MM088074B,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 09/29/2008, 06/23/2008
MM076346,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 02/27/2008, 12/13/2007
MC074904,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 08/24/2007, 06/25/2007
MC053757A,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 10/12/2005, 08/14/2005
MC053757B,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 10/12/2005, 08/14/2005
MC033666A,MCMINNVILLE,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE,ALF, 09/17/2003, 07/18/2003
KF166301,KLAMATH FALLS,PELICAN POINTE ASSISTED LIVING COMMUNITY,ALF, 08/30/2016, 06/18/2016
KF153741,KLAMATH FALLS,PELICAN POINTE ASSISTED LIVING COMMUNITY,ALF, 01/20/2016, 11/23/2015
KF150165,KLAMATH FALLS,PELICAN POINTE ASSISTED LIVING COMMUNITY,ALF, 06/01/2015, 02/05/2015
KF150088,KLAMATH FALLS,PELICAN POINTE ASSISTED LIVING COMMUNITY,ALF, 04/14/2015, 01/30/2015
KF134624,KLAMATH FALLS,PELICAN POINTE ASSISTED LIVING COMMUNITY,ALF, 01/09/2014, 08/29/2013
KF117881,KLAMATH FALLS,PELICAN POINTE ASSISTED LIVING COMMUNITY,ALF, 06/13/2012, 08/31/2011
KF117096,KLAMATH FALLS,PELICAN POINTE ASSISTED LIVING COMMUNITY,ALF, 07/13/2011, 05/21/2011
