abuse_number,city_name,fac_type,inv_comp_date,online_fac_name,online_incident_date
HB117101,PORTLAND,ALF, 08/10/2011,PARK PLACE ASSISTED LIVING COMMUNITY, 05/30/2011
HB116592,PORTLAND,ALF, 06/03/2011,PARK PLACE ASSISTED LIVING COMMUNITY, 03/23/2011
HB103102,PORTLAND,ALF, 03/08/2010,PARK PLACE ASSISTED LIVING COMMUNITY, 12/26/2009
HB092947,PORTLAND,ALF, 02/19/2010,PARK PLACE ASSISTED LIVING COMMUNITY, 12/21/2009
HB092361A,PORTLAND,ALF, 12/16/2009,PARK PLACE ASSISTED LIVING COMMUNITY, 10/19/2009
HB090219,PORTLAND,ALF, 04/16/2009,PARK PLACE ASSISTED LIVING COMMUNITY, 02/17/2009
HB088487,PORTLAND,ALF, 08/27/2008,PARK PLACE ASSISTED LIVING COMMUNITY, 08/13/2008
HB088204A,PORTLAND,ALF, 08/18/2008,PARK PLACE ASSISTED LIVING COMMUNITY, 06/06/2008
HB088204B,PORTLAND,ALF, 08/18/2008,PARK PLACE ASSISTED LIVING COMMUNITY, 06/06/2008
HB087088,PORTLAND,ALF, 04/30/2008,PARK PLACE ASSISTED LIVING COMMUNITY, 03/10/2008
HB086892,PORTLAND,ALF, 03/20/2008,PARK PLACE ASSISTED LIVING COMMUNITY, 02/15/2008
HB086465,PORTLAND,ALF, 03/06/2008,PARK PLACE ASSISTED LIVING COMMUNITY, 01/03/2008
HB075910,PORTLAND,ALF, 12/26/2007,PARK PLACE ASSISTED LIVING COMMUNITY, 10/25/2007
HB062938,PORTLAND,ALF, 11/21/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 10/28/2006
HB062602A,PORTLAND,ALF, 10/16/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 08/29/2006
HB062173A,PORTLAND,ALF, 08/17/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 07/01/2006
HB062173B,PORTLAND,ALF, 08/17/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 07/01/2006
HB062173C,PORTLAND,ALF, 08/17/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 07/01/2006
HB061366,PORTLAND,ALF, 06/08/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 03/18/2006
HB132070,PORTLAND,ALF, 03/27/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 07/21/2003
HB132036B,PORTLAND,ALF, 03/27/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 05/28/2003
HB132036A,PORTLAND,ALF, 03/27/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 05/27/2003
HB132021,PORTLAND,ALF, 03/17/2006,PARK PLACE ASSISTED LIVING COMMUNITY, 05/02/2003
AL57355A,CORVALLIS,ALF, 02/27/2006,PARK PLACE ASSISTED LIVING RESIDENCE, 05/24/2005
DL132834,HOOD RIVER,ALF, 05/13/2013,PARKHURST HOUSE, 04/01/2013
DL121886,HOOD RIVER,ALF, 03/19/2013,PARKHURST HOUSE, 12/13/2012
DL121705,HOOD RIVER,ALF, 03/14/2013,PARKHURST HOUSE, 11/26/2012
DL104793,HOOD RIVER,ALF, 09/14/2010,PARKHURST HOUSE, 07/13/2010
MM149402,MCMINNVILLE,ALF, 02/18/2015,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 11/26/2014
MM134087,MCMINNVILLE,ALF, 10/10/2013,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 08/08/2013
MM117721,MCMINNVILLE,ALF, 10/19/2011,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 08/03/2011
MM117389A,MCMINNVILLE,ALF, 09/28/2011,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 06/28/2011
MM116213,MCMINNVILLE,ALF, 04/01/2011,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 12/29/2010
MM089381,MCMINNVILLE,ALF, 01/15/2009,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 11/11/2008
MM088733A,MCMINNVILLE,ALF, 11/14/2008,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 08/07/2008
MM088074B,MCMINNVILLE,ALF, 09/29/2008,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 06/23/2008
MM076346,MCMINNVILLE,ALF, 02/27/2008,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 12/13/2007
MC074904,MCMINNVILLE,ALF, 08/24/2007,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 06/25/2007
MC053757A,MCMINNVILLE,ALF, 10/12/2005,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 08/14/2005
MC053757B,MCMINNVILLE,ALF, 10/12/2005,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 08/14/2005
MC033666A,MCMINNVILLE,ALF, 09/17/2003,PARKLAND VILLAGE ASSISTED LIVING RESIDENCE, 07/18/2003
KF166301,KLAMATH FALLS,ALF, 08/30/2016,PELICAN POINTE ASSISTED LIVING COMMUNITY, 06/18/2016
KF153741,KLAMATH FALLS,ALF, 01/20/2016,PELICAN POINTE ASSISTED LIVING COMMUNITY, 11/23/2015
KF150165,KLAMATH FALLS,ALF, 06/01/2015,PELICAN POINTE ASSISTED LIVING COMMUNITY, 02/05/2015
KF150088,KLAMATH FALLS,ALF, 04/14/2015,PELICAN POINTE ASSISTED LIVING COMMUNITY, 01/30/2015
KF134624,KLAMATH FALLS,ALF, 01/09/2014,PELICAN POINTE ASSISTED LIVING COMMUNITY, 08/29/2013
KF117881,KLAMATH FALLS,ALF, 06/13/2012,PELICAN POINTE ASSISTED LIVING COMMUNITY, 08/31/2011
KF117096,KLAMATH FALLS,ALF, 07/13/2011,PELICAN POINTE ASSISTED LIVING COMMUNITY, 05/21/2011
KF106002,KLAMATH FALLS,ALF, 02/11/2011,PELICAN POINTE ASSISTED LIVING COMMUNITY, 12/25/2010
KF104433,KLAMATH FALLS,ALF, 09/16/2010,PELICAN POINTE ASSISTED LIVING COMMUNITY, 05/29/2010
KF116525,KLAMATH FALLS,ALF, 03/31/2011,PELICAN POINTE ASSISTED LIVING COMMUNITY, 05/13/2010
KF091427,KLAMATH FALLS,ALF, 08/25/2009,PELICAN POINTE ASSISTED LIVING COMMUNITY, 06/24/2009
KF090510,KLAMATH FALLS,ALF, 06/01/2009,PELICAN POINTE ASSISTED LIVING COMMUNITY, 03/16/2009
KF062847,KLAMATH FALLS,ALF, 12/04/2006,PELICAN POINTE ASSISTED LIVING COMMUNITY, 09/16/2006
BH134638,MOLALLA,ALF, 12/20/2013,PHEASANT POINTE, 01/21/2013
BH121673,MOLALLA,ALF, 12/17/2012,PHEASANT POINTE, 11/17/2012
BH120810,MOLALLA,ALF, 09/04/2012,PHEASANT POINTE, 07/02/2012
BH128889,MOLALLA,ALF, 02/27/2012,PHEASANT POINTE, 01/05/2012
BH128822,MOLALLA,ALF, 04/24/2012,PHEASANT POINTE, 12/22/2011
BH116971A,MOLALLA,ALF, 08/17/2011,PHEASANT POINTE, 04/11/2011
BF103590,MOLALLA,ALF, 04/14/2010,PHEASANT POINTE, 02/11/2010
CK089268,MOLALLA,ALF, 12/17/2008,PHEASANT POINTE, 11/03/2008
CK088078,MOLALLA,ALF, 08/25/2008,PHEASANT POINTE, 06/16/2008
BH167840A,MOLALLA,ALF, 11/02/2016,PHEASANT POINTE ASSISTED LIVING COMMUNITY, 09/26/2016
BH153351,MOLALLA,ALF, 01/15/2016,PHEASANT POINTE ASSISTED LIVING COMMUNITY, 07/15/2015
OT129379,VALE,ALF, 05/23/2012,PIONEER PLACE ASSISTED LIVING, 02/19/2012
OT129379,VALE,ALF, 05/23/2012,PIONEER PLACE ASSISTED LIVING, 02/19/2012
OT41780A,VALE,ALF, 06/09/2005,PIONEER PLACE ASSISTED LIVING, 11/19/2004
OT41780B,VALE,ALF, 06/09/2005,PIONEER PLACE ASSISTED LIVING, 11/19/2004
OT41780C,VALE,ALF, 06/09/2005,PIONEER PLACE ASSISTED LIVING, 11/19/2004
BC134835,GRESHAM,ALF, 11/29/2013,POWELL VALLEY ASSISTED LIVING COMMUNITY, 09/28/2013
BC132205,GRESHAM,ALF, 04/10/2013,POWELL VALLEY ASSISTED LIVING COMMUNITY, 01/16/2013
BC089235,GRESHAM,ALF, 11/10/2008,POWELL VALLEY ASSISTED LIVING COMMUNITY, 09/27/2008
BC089234,GRESHAM,ALF, 11/06/2008,POWELL VALLEY ASSISTED LIVING COMMUNITY, 08/29/2008
MA0115,GRESHAM,ALF, 04/30/2003,POWELL VALLEY ASSISTED LIVING COMMUNITY, 04/13/2003
BO149696A,LA PINE,ALF, 01/21/2015,PRAIRIE HOUSE ASSISTED LIVING COMMUNITY, 08/01/2014
BO149696B,LA PINE,ALF, 01/21/2015,PRAIRIE HOUSE ASSISTED LIVING COMMUNITY, 08/01/2014
MS154046,MEDFORD,ALF, 02/26/2016,PRESTIGE SENIOR LIVING ARBOR PLACE, 12/23/2015
MS148629,MEDFORD,ALF, 01/12/2015,PRESTIGE SENIOR LIVING ARBOR PLACE, 09/22/2014
MS147466,MEDFORD,ALF, 10/21/2014,PRESTIGE SENIOR LIVING ARBOR PLACE, 06/20/2014
MS146836,MEDFORD,ALF, 09/01/2014,PRESTIGE SENIOR LIVING ARBOR PLACE, 04/14/2014
MS145582,MEDFORD,ALF, 04/24/2014,PRESTIGE SENIOR LIVING ARBOR PLACE, 01/01/2014
HB152608,BEAVERTON,ALF, 11/17/2015,PRESTIGE SENIOR LIVING BEAVERTON HILLS, 08/26/2015
TM167295,TILLAMOOK,ALF, 11/15/2016,PRESTIGE SENIOR LIVING FIVE RIVERS, 08/21/2016
TM166121,TILLAMOOK,ALF, 08/08/2016,PRESTIGE SENIOR LIVING FIVE RIVERS, 06/02/2016
TM165407,TILLAMOOK,ALF, 05/02/2016,PRESTIGE SENIOR LIVING FIVE RIVERS, 04/06/2016
TM151186,TILLAMOOK,ALF, 07/29/2015,PRESTIGE SENIOR LIVING FIVE RIVERS, 04/29/2015
TM151340,TILLAMOOK,ALF, 08/07/2015,PRESTIGE SENIOR LIVING FIVE RIVERS, 04/21/2015
TM150534,TILLAMOOK,ALF, 05/25/2015,PRESTIGE SENIOR LIVING FIVE RIVERS, 02/15/2015
CO14109,TILLAMOOK,ALF, 05/06/2014,PRESTIGE SENIOR LIVING FIVE RIVERS, 04/24/2014
BO147732,BEND,ALF, 10/30/2014,PRESTIGE SENIOR LIVING HIGH DESERT, 08/27/2014
BO135339,BEND,ALF, 10/13/2014,PRESTIGE SENIOR LIVING HIGH DESERT, 08/09/2014
BO146768,BEND,ALF, 06/30/2014,PRESTIGE SENIOR LIVING HIGH DESERT, 04/01/2014
RD145576,BEND,ALF, 02/12/2014,PRESTIGE SENIOR LIVING HIGH DESERT, 12/25/2013
BC165699,GRESHAM,ALF, 06/07/2016,PRESTIGE SENIOR LIVING HUNTINGTON TERRACE, 04/29/2016
BC148913,GRESHAM,ALF, 01/05/2015,PRESTIGE SENIOR LIVING HUNTINGTON TERRACE, 09/27/2014
BC146122,GRESHAM,ALF, 04/29/2014,PRESTIGE SENIOR LIVING HUNTINGTON TERRACE, 01/29/2014
MV152193B,SALEM,ALF, 09/21/2015,PRESTIGE SENIOR LIVING ORCHARD HEIGHTS, 05/29/2015
DA147001,SALEM,ALF, 05/26/2014,PRESTIGE SENIOR LIVING ORCHARD HEIGHTS, 04/24/2014
DA147001,SALEM,ALF, 05/26/2014,PRESTIGE SENIOR LIVING ORCHARD HEIGHTS, 04/24/2014
HB149108B,TUALATIN,ALF, 03/23/2015,PRESTIGE SENIOR LIVING RIVERWOOD, 11/03/2014
CO14194,TUALATIN,ALF, 08/27/2014,PRESTIGE SENIOR LIVING RIVERWOOD, 08/27/2014
CO17064,SALEM,ALF, 03/13/2017,PRESTIGE SENIOR LIVING SOUTHERN HILLS, 02/24/2017
MV165063A,SALEM,ALF, 05/16/2016,PRESTIGE SENIOR LIVING SOUTHERN HILLS, 03/17/2016
DA150355,SALEM,ALF, 03/26/2015,PRESTIGE SENIOR LIVING SOUTHERN HILLS, 02/11/2015
MV148676,SALEM,ALF, 10/23/2014,PRESTIGE SENIOR LIVING SOUTHERN HILLS, 09/23/2014
CO14208,SALEM,ALF, 09/04/2014,PRESTIGE SENIOR LIVING SOUTHERN HILLS, 09/04/2014
MV146800,SALEM,ALF, 07/15/2014,PRESTIGE SENIOR LIVING SOUTHERN HILLS, 03/27/2014
AL165603,CORVALLIS,ALF, 06/23/2016,PRESTIGE SENIOR LIVING WEST HILLS, 04/21/2016
AL165603,CORVALLIS,ALF, 06/23/2016,PRESTIGE SENIOR LIVING WEST HILLS, 04/21/2016
AL165600,CORVALLIS,ALF, 06/23/2016,PRESTIGE SENIOR LIVING WEST HILLS, 04/20/2016
AL151902,CORVALLIS,ALF, 10/07/2015,PRESTIGE SENIOR LIVING WEST HILLS, 09/22/2014
BH132922,CLACKAMAS,ALF, 09/09/2013,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 04/10/2013
BH132922,CLACKAMAS,ALF, 09/09/2013,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 04/10/2013
BH116622B,CLACKAMAS,ALF, 11/22/2011,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 03/21/2011
BH105253A,CLACKAMAS,ALF, 11/02/2010,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 09/13/2010
BH104622B,CLACKAMAS,ALF, 03/10/2016,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 06/22/2010
BF103387A,CLACKAMAS,ALF, 04/20/2010,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 12/29/2009
BF103387B,CLACKAMAS,ALF, 04/20/2010,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 12/29/2009
CO09069,CLACKAMAS,ALF, 04/29/2009,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 03/19/2009
CK088046,CLACKAMAS,ALF, 08/27/2008,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 06/23/2008
CK086927,CLACKAMAS,ALF, 02/28/2008,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 12/13/2007
CK074347B,CLACKAMAS,ALF, 06/26/2007,PRINCETON VILLAGE ASSISTED  LIVING RESIDENCE, 04/19/2007
WB133139,MT. ANGEL,ALF, 07/22/2013,PROVIDENCE BENEDICTINE ORCHARD HOUSE, 05/03/2013
WB089271,MT. ANGEL,ALF, 12/18/2008,PROVIDENCE BENEDICTINE ORCHARD HOUSE, 11/01/2008
WB088825A,MT. ANGEL,ALF, 10/17/2008,PROVIDENCE BENEDICTINE ORCHARD HOUSE, 09/22/2008
WB073559A,MT. ANGEL,ALF, 03/23/2007,PROVIDENCE BENEDICTINE ORCHARD HOUSE, 01/17/2007
WB073559B,MT. ANGEL,ALF, 03/27/2007,PROVIDENCE BENEDICTINE ORCHARD HOUSE, 01/17/2007
WB073559C,MT. ANGEL,ALF, 03/27/2007,PROVIDENCE BENEDICTINE ORCHARD HOUSE, 01/17/2007
BC133096,PORTLAND,ALF, 08/07/2013,PROVIDENCE ELDERPLACE IN IRVINGTON VILLAGE, 04/27/2013
BC120102,PORTLAND,ALF, 07/10/2012,PROVIDENCE ELDERPLACE IN IRVINGTON VILLAGE, 04/23/2012
BC117321,PORTLAND,ALF, 07/22/2011,PROVIDENCE ELDERPLACE IN IRVINGTON VILLAGE, 06/21/2011
BC117031,PORTLAND,ALF, 07/12/2011,PROVIDENCE ELDERPLACE IN IRVINGTON VILLAGE, 05/01/2011
BC105806,PORTLAND,ALF, 02/07/2011,PROVIDENCE ELDERPLACE IN IRVINGTON VILLAGE, 10/22/2010
BC092152,PORTLAND,ALF, 10/14/2009,PROVIDENCE ELDERPLACE IN IRVINGTON VILLAGE, 09/21/2009
AL129586,ALBANY,ALF, 04/09/2012,QUAIL RUN ASSISTED LIVING, 07/08/2011
AL129382,ALBANY,ALF, 03/22/2012,QUAIL RUN ASSISTED LIVING, 06/20/2011
CO10029,ALBANY,ALF, 05/20/2010,QUAIL RUN ASSISTED LIVING, 02/19/2010
AL074752,ALBANY,ALF, 09/04/2007,QUAIL RUN ASSISTED LIVING, 06/01/2007
AL47243,ALBANY,ALF, 02/09/2005,QUAIL RUN ASSISTED LIVING, 11/05/2004
CO04004,ALBANY,ALF, 02/12/2004,QUAIL RUN ASSISTED LIVING, 01/29/2004
CK075488,CANBY,ALF, 11/15/2007,RACKLEFF HOUSE, 07/13/2007
CK075234A,CANBY,ALF, 08/08/2007,RACKLEFF HOUSE, 06/06/2007
CK075234D,CANBY,ALF, 08/08/2007,RACKLEFF HOUSE, 06/06/2007
CK074784,CANBY,ALF, 07/30/2007,RACKLEFF HOUSE, 05/08/2007
CK075489,CANBY,ALF, 11/15/2007,RACKLEFF HOUSE, 04/23/2007
CK074457,CANBY,ALF, 06/11/2007,RACKLEFF HOUSE, 04/03/2007
CK074661,CANBY,ALF, 06/06/2007,RACKLEFF HOUSE, 03/25/2007
CK063353,CANBY,ALF, 01/11/2007,RACKLEFF HOUSE, 11/14/2006
CO12134,CANBY,ALF, 11/15/2012,RACKLEFF PLACE, 11/15/2012
HB091496,PORTLAND,ALF, 08/27/2009,RALEIGH HILLS ASSISTED LIVING, 06/27/2009
HB132075,PORTLAND,ALF, 03/29/2006,RALEIGH HILLS ASSISTED LIVING, 07/08/2003
HB134588,PORTLAND,ALF, 11/26/2013,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 10/02/2013
HB134364,PORTLAND,ALF, 10/29/2013,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 09/10/2013
HB134147,PORTLAND,ALF, 10/30/2013,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 08/15/2013
HB132877,PORTLAND,ALF, 06/05/2013,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 03/21/2013
HB133203,PORTLAND,ALF, 07/31/2013,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 02/19/2013
HB118700,PORTLAND,ALF, 03/05/2012,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 12/14/2011
HB116814,PORTLAND,ALF, 06/30/2011,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 04/21/2011
HB116814,PORTLAND,ALF, 06/30/2011,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 04/21/2011
HB116884,PORTLAND,ALF, 07/07/2011,RALEIGH HILLS ASSISTED LIVING COMMUNITY, 03/07/2011
MV167324,SALEM,ALF, 10/31/2016,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING COMMUNITY, 08/27/2016
MV150191,SALEM,ALF, 05/06/2015,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING COMMUNITY, 02/09/2015
CO13046,SALEM,ALF, 03/28/2013,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 03/28/2013
CO12132,SALEM,ALF, 10/04/2012,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 10/04/2012
SV103848,SALEM,ALF, 05/06/2010,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 03/25/2010
SV103069,SALEM,ALF, 03/17/2010,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 01/05/2010
SV092263,SALEM,ALF, 10/23/2009,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 10/03/2009
SV091815,SALEM,ALF, 09/01/2009,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 08/07/2009
MV088895,SALEM,ALF, 11/25/2008,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 09/16/2008
CO08016,SALEM,ALF, 02/19/2008,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 01/23/2008
MV061467,SALEM,ALF, 06/01/2006,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 04/04/2006
MV061199,SALEM,ALF, 04/13/2006,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 02/09/2006
SL057316B,SALEM,ALF, 07/18/2005,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 04/28/2005
SL057241,SALEM,ALF, 03/15/2005,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 01/16/2005
SL047159,SALEM,ALF, 02/08/2005,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 10/14/2004
SL047136,SALEM,ALF, 12/03/2004,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 10/04/2004
SL046972,SALEM,ALF, 11/15/2004,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 05/25/2004
SL046799,SALEM,ALF, 03/15/2004,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 01/22/2004
SL046779,SALEM,ALF, 03/19/2004,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 01/20/2004
SL046780,SALEM,ALF, 03/16/2004,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 01/16/2004
SL036685,SALEM,ALF, 11/14/2003,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 10/17/2003
SL036592,SALEM,ALF, 10/31/2003,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 08/30/2003
SL036542A,SALEM,ALF, 09/05/2003,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 07/25/2003
SL036373,SALEM,ALF, 04/24/2003,REDWOOD HEIGHTS RETIREMENT & ASSISTED LIVING RESID, 03/10/2003
GP133703,GRANTS PASS,ALF, 10/24/2013,REDWOOD TERRACE, 07/03/2013
GP118417,GRANTS PASS,ALF, 12/15/2011,REDWOOD TERRACE, 11/06/2011
GP103818,GRANTS PASS,ALF, 06/28/2010,REDWOOD TERRACE, 03/23/2010
GP092213,GRANTS PASS,ALF, 12/16/2009,REDWOOD TERRACE, 09/30/2009
HB165814,PORTLAND,ALF, 08/15/2016,REGENCY PARK ASSISTED LIVING, 05/13/2016
HB147628,PORTLAND,ALF, 08/28/2014,REGENCY PARK ASSISTED LIVING, 07/07/2014
HB147577,PORTLAND,ALF, 09/05/2014,REGENCY PARK ASSISTED LIVING, 06/27/2014
HB147243,PORTLAND,ALF, 08/05/2014,REGENCY PARK ASSISTED LIVING, 05/29/2014
HB116746,PORTLAND,ALF, 06/23/2011,REGENCY PARK ASSISTED LIVING, 04/07/2011
CO11045,PORTLAND,ALF, 03/09/2011,REGENCY PARK ASSISTED LIVING, 03/04/2011
HB091087A,PORTLAND,ALF, 07/17/2009,REGENCY PARK ASSISTED LIVING, 05/09/2009
HB089480,PORTLAND,ALF, 01/23/2009,REGENCY PARK ASSISTED LIVING, 11/26/2008
HB089303,PORTLAND,ALF, 12/31/2008,REGENCY PARK ASSISTED LIVING, 11/06/2008
HB087582,PORTLAND,ALF, 07/03/2008,REGENCY PARK ASSISTED LIVING, 04/14/2008
HB088039B,PORTLAND,ALF, 08/28/2008,REGENCY PARK ASSISTED LIVING, 03/31/2008
HB087239,PORTLAND,ALF, 04/21/2008,REGENCY PARK ASSISTED LIVING, 03/24/2008
HB062595,PORTLAND,ALF, 10/16/2006,REGENCY PARK ASSISTED LIVING, 09/06/2006
AL089572,CORVALLIS,ALF, 03/04/2009,REGENCY PARK PLACE AT CORVALLIS, 11/11/2008
EG98434,EUGENE,ALF, 07/17/2003,REGENT AT SHELDON PARK, 06/11/2003
EG98393,EUGENE,ALF, 09/05/2003,REGENT AT SHELDON PARK, 05/27/2003
MF150640,MEDFORD,ALF, 06/01/2015,RIDGEVIEW ASSISTED LIVING CENTER, 03/21/2015
MS150174A,MEDFORD,ALF, 04/09/2015,RIDGEVIEW ASSISTED LIVING CENTER, 02/08/2015
MS150174B,MEDFORD,ALF, 04/09/2015,RIDGEVIEW ASSISTED LIVING CENTER, 02/08/2015
MF092485,MEDFORD,ALF, 01/11/2010,RIDGEVIEW ASSISTED LIVING CENTER, 11/02/2009
MS089244,MEDFORD,ALF, 12/10/2008,RIDGEVIEW ASSISTED LIVING CENTER, 11/04/2008
MF086648,MEDFORD,ALF, 06/30/2008,RIDGEVIEW ASSISTED LIVING CENTER, 01/23/2008
MF062096A,MEDFORD,ALF, 08/22/2006,RIDGEVIEW ASSISTED LIVING CENTER, 06/19/2006
MF062096B,MEDFORD,ALF, 08/22/2006,RIDGEVIEW ASSISTED LIVING CENTER, 06/19/2006
MF53037,MEDFORD,ALF, 06/06/2005,RIDGEVIEW ASSISTED LIVING CENTER, 04/10/2005
MF52954,MEDFORD,ALF, 02/11/2005,RIDGEVIEW ASSISTED LIVING CENTER, 12/20/2004
MV145811,KEIZER,ALF, 03/11/2014,RIVER ROAD ASSISTED LIVING RESIDENCE, 01/17/2014
MV145811,KEIZER,ALF, 03/11/2014,RIVER ROAD ASSISTED LIVING RESIDENCE, 01/17/2014
MV134166,KEIZER,ALF, 09/24/2013,RIVER ROAD ASSISTED LIVING RESIDENCE, 07/22/2013
MV120307,KEIZER,ALF, 04/11/2013,RIVER ROAD ASSISTED LIVING RESIDENCE, 05/25/2012
MV103137,KEIZER,ALF, 08/02/2010,RIVER ROAD ASSISTED LIVING RESIDENCE, 01/03/2010
MV088564D,KEIZER,ALF, 10/02/2008,RIVER ROAD ASSISTED LIVING RESIDENCE, 08/01/2008
MV075506B,KEIZER,ALF, 11/02/2007,RIVER ROAD ASSISTED LIVING RESIDENCE, 09/06/2007
SL057406,KEIZER,ALF, 12/07/2005,RIVER ROAD ASSISTED LIVING RESIDENCE, 09/15/2005
ES166808,EUGENE,ALF, 02/15/2017,RIVER RUN PLACE, 07/12/2016
HB105195,TUALATIN,ALF, 11/23/2010,RIVERWOOD ASSISTED LIVING RESIDENCE, 08/28/2010
HB092291,TUALATIN,ALF, 12/03/2009,RIVERWOOD ASSISTED LIVING RESIDENCE, 10/07/2009
HB091843,TUALATIN,ALF, 10/09/2009,RIVERWOOD ASSISTED LIVING RESIDENCE, 08/14/2009
HB090671,TUALATIN,ALF, 05/27/2009,RIVERWOOD ASSISTED LIVING RESIDENCE, 03/21/2009
HB088821B,TUALATIN,ALF, 10/27/2008,RIVERWOOD ASSISTED LIVING RESIDENCE, 09/22/2008
HB061149,TUALATIN,ALF, 06/28/2006,RIVERWOOD ASSISTED LIVING RESIDENCE, 02/02/2006
KF166794,KLAMATH FALLS,ALF, 10/20/2016,ROGUE RIVER PLACE, 07/26/2016
HM120643,HERMISTON,ALF, 08/24/2012,ROSE ARBOR ASSISTED LIVING FACILITY, 07/25/2012
CO11039,HERMISTON,ALF, 03/30/2011,ROSE ARBOR ASSISTED LIVING FACILITY, 03/15/2011
BC074122,PORTLAND,ALF, 06/01/2007,ROSE SCHNITZER MANOR, 03/18/2007
ST133727,SCAPPOOSE,ALF, 09/03/2013,ROSE VALLEY ASSISTED LIVING COMMUNITY, 06/29/2013
ST133515,SCAPPOOSE,ALF, 08/26/2013,ROSE VALLEY ASSISTED LIVING COMMUNITY, 05/18/2013
ST133515,SCAPPOOSE,ALF, 08/26/2013,ROSE VALLEY ASSISTED LIVING COMMUNITY, 05/18/2013
ST133037,SCAPPOOSE,ALF, 07/22/2013,ROSE VALLEY ASSISTED LIVING COMMUNITY, 04/04/2013
ST118801,SCAPPOOSE,ALF, 03/02/2012,ROSE VALLEY ASSISTED LIVING COMMUNITY, 10/10/2011
ST118801,SCAPPOOSE,ALF, 03/02/2012,ROSE VALLEY ASSISTED LIVING COMMUNITY, 10/10/2011
ST118036,SCAPPOOSE,ALF, 12/01/2011,ROSE VALLEY ASSISTED LIVING COMMUNITY, 09/19/2011
ST117679,SCAPPOOSE,ALF, 10/19/2011,ROSE VALLEY ASSISTED LIVING COMMUNITY, 08/09/2011
